,MOL_molhash_id,MOL_smiles,EGFR,KIT,RET,LOK,SLK,CLS_EGFR,CLS_KIT,CLS_RET,CLS_LOK,CLS_SLK
115,b6e891cb16490566fba3d42b72ffb1186d6f8b23,CN1c2ccc(-c3ccc(C(N)=O)cc3)cc2-c2[nH]ncc2S1(=O)=O,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
116,5a7268f290500252e111e4b4488bc7a0e8ad7b58,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,100.0,24.0,10.0,55.0,33.0,1.0,0.0,0.0,0.0,0.0
117,c84393ad18a70b28c700ec88c96482a9ea7e697d,Cn1ccc2ncnc(Oc3cccc(C(=O)Nc4ccccc4)c3)c21,0.0,35.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
118,34459a3aa37c15544c2cfd908abc9ffe97b6235d,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cncc(C(F)(F)F)c4)c(Cl)c3)c21,0.0,99.9,100.0,99.2,20.0,0.0,1.0,1.0,1.0,0.0
119,a6ea51a709d0d8a29b8b6a39950e6c3b13d5f338,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccnc(C(F)(F)F)c4)c(Cl)c3)c21,3.0,99.8,100.0,94.0,10.0,0.0,1.0,1.0,1.0,0.0
120,76a9f4a2e5060da561686a67d619f20236d40f71,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,5.0,100.0,100.0,99.9,63.0,0.0,1.0,1.0,1.0,0.0
121,8a5a307954b64e9fdc508e59b554a80538ff4707,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21,12.0,100.0,100.0,99.9,54.0,0.0,1.0,1.0,1.0,0.0
122,c7a7a5c3de1be4d34900997775810b577b7b7491,Cc1cccc(NC(=O)Nc2ccc(Oc3ncnc4ccn(C)c34)cc2)c1,1.0,100.0,94.0,86.0,0.0,0.0,1.0,1.0,1.0,0.0
123,e2d3e8a495e9122e35a35aa3ba31d8ba2b74589a,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c21,3.0,100.0,17.0,94.8,22.0,0.0,1.0,0.0,1.0,0.0
124,28374f2608fdadd41907d4ea0bf70078a8eba953,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccnc4)c(Cl)c3)c21,20.0,98.7,52.0,35.0,9.0,0.0,1.0,0.0,0.0,0.0
125,926cc4e7d0a922e11cc9a07414e7cbbc129d8433,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccncc4)c(Cl)c3)c21,0.0,74.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
126,d5300631df627e83ec8b19faa3d8eaaeb5ed1a9b,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cnn(C(C)(C)C)c4)c(Cl)c3)c21,25.0,99.8,100.0,99.9,79.0,0.0,1.0,1.0,1.0,0.0
127,d7281ac1db6c3dc1fc91d2c1f3cf481239702556,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)c(Cl)c3)c21,50.0,100.0,100.0,99.9,97.7,0.0,1.0,1.0,1.0,1.0
128,d0018e9b811c4ccab05baef02270234493917d04,Cn1ccc2ncnc(Oc3ccc(Nc4nc5ccccc5[nH]4)cc3)c21,0.0,77.0,0.0,93.7,14.0,0.0,0.0,0.0,1.0,0.0
129,5cf97c7327b41065e1e4f2852386ac90cf497c76,CN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)N(C3CCCC3)CC(F)(F)C(=O)N4C)cc2)CC1,47.0,7.0,19.0,58.0,98.7,0.0,0.0,0.0,0.0,1.0
130,296fbd4040ed044e632d77fedba0034ef9d05412,Cc1cc(Nc2ncc3c(n2)N(C2CCCC2)CC(F)(F)C(=O)N3C)ccc1C(=O)NC1CCN(C)CC1,55.0,11.0,16.0,62.0,98.4,0.0,0.0,0.0,0.0,1.0
131,57809fcf63f1e1c3c02f6ea15cbcb34cb1c57026,CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(NC3CCNCC3)n2)CC1,17.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,f1a37504c7984118f6c9b6076296a98e92b0215d,Cc1ccc(NC(=O)c2ccnc(N3CCN(C)CC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1,0.0,27.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
133,f029f23f9e6f3b90050c674bad341b0a8ed37d33,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,33.0,99.9,47.0,31.0,65.0,0.0,1.0,0.0,0.0,0.0
134,db21452112251a37a84ac09f4246319402679e01,CN1CCN(CCCNc2nccc(-c3c(-c4ccc(F)cc4)nn4cc(C(F)(F)F)ccc34)n2)CC1,23.0,7.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0
135,ea08feb25e340562f195f9586e4d4e10bb43e5fb,CN1CCN(CCCNc2nccc(-c3c(-c4ccc(F)cc4)nn4cc(C(N)=O)ccc34)n2)CC1,38.0,66.0,38.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
136,6b41382ce49000cba34d25a2b4a4137a91d86a93,CN1CCN(Cc2cccc(-c3ccc4c(Nc5ccc(Oc6ccccc6)cc5)ccnc4c3)c2)CC1,87.0,93.7,48.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0
137,6c4dbef4c4eb3e64950aab3fa1082e3594be9cf4,CN1c2ccc(CNc3ccc(F)cc3)cc2-c2c(cnn2C)S1(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,06376c076989ba490a1601886a0ef63b2bacf09b,CN1c2ccc(NCc3ccc(F)cc3)cc2-c2c(cnn2C)S1(=O)=O,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,f92cdf6515ffcff5709b3dc344ce38e107092434,CNCc1ccc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cn2c1,0.0,69.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,5b6f302626a4a6baa6ea5e0dab2363f0a0b05871,CNc1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,17.0,19.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0ca39b4b1b0aeab242009f0e5082dcb83bbd3769,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)Nc3ccccc3)CC[C@H]2C)n1,31.0,4.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
142,0dc92eb40b4319298ceed3eefe036d06e8615938,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)OC[C@H]2C)n1,24.0,20.0,4.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
143,726081e52e83e55fec8a8cb7aecf4cbb649c8b3f,CNc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(C)CC2)n1,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
144,25c7ec5bbcbc0eef403038356cb1b027594d7a38,CNc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1,10.0,2.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
145,921fe36de95ea703ea5eb7abe744c2d7040c8f65,CNc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,25.0,57.0,80.0,23.0,69.0,0.0,0.0,1.0,0.0,0.0
146,e15dbcbf325c233e177af88578f4b4a781967e89,CNc1ncnc2[nH]ncc12,0.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
147,e33f48ae49029a07263cae69104b469df3af93a0,COC(=O)C(Cc1ccccc1)NC(=O)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1,31.0,11.0,21.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0
148,23147e77a1f41c0cd9c3c05adef061232c843e8b,COC(=O)C(NC(=O)NC1CCN(c2ccnc(Nc3ccc(F)cc3)n2)C1)c1ccccc1,23.0,29.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
149,459f2b0a0c94e72f42718436cfa5660791a3a66d,COC(=O)c1c(-c2ccccc2)c2cc(C(=O)O)ccc2c(=O)n1Cc1ccccc1,0.0,93.1,21.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0
150,d44cdc88424329805d87782f125ce7dfe63bb5ee,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,5.0,54.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
151,d3b7b5595dfdc2e0d8f6c633e68d76537360c9a8,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(NC(=O)CCC(=O)O)cc1,0.0,38.0,5.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
152,f22f2596fc05d2f0e3c4c47ebdcb60abbbbcfd76,COC(=O)c1c(-c2ccccc2)c2cc(C)ccc2c(=O)n1Cc1ccccc1,0.0,75.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,6dff46bfb5eb53c2c4af0332ab6f88985fe4ae48,COC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1,6.0,56.0,2.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0
154,337923cdd158b68723dfcf658b17476d6c6eceda,COC(=O)c1c(-c2ccccc2)c2cc(OC)ccc2c(=O)n1Cc1ccccc1,0.0,93.3,17.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
155,9d2f3e341d473041515078eb900c50053d4c4ec0,COC(=O)Nc1nc2ccc(Oc3ccc(CC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,30.0,100.0,97.7,78.0,2.0,0.0,1.0,1.0,0.0,0.0
156,fd452684f51b8c3e42f3ee369ae5159f58d148b2,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)c1,33.0,77.0,11.0,45.0,28.0,0.0,0.0,0.0,0.0,0.0
157,479235d2300e73db1a294d7ab2b60466b2845c91,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1,0.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,dfacf243cfa57a886b736176d327362d1e2b60c7,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4ccc(OC)cc4)n3)C2)c1,31.0,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
159,70564f886f1b6ad2589c090436c8aa1eeac544f5,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(NCc4ccc(F)cc4)n3)CC2)c1,51.0,7.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
160,af3646e6409490dc675cc6bfec42f0c8c91df211,COC(=O)c1cccc(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1,3.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
161,b665afeefd2a4c8a264c4bd8c8ef9618a046021e,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,12.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
162,7d95e2cd74e05c7c7c9567ccd48bb9742fcc031d,COc1ccc(CSc2nnc(-c3ccc4nccn4c3)o2)cc1C(F)(F)F,4.0,0.0,23.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0
163,d7db22a2b97cc11d92201b10f836ac331e7e2cdb,COc1cccc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)c1,78.0,100.0,100.0,96.2,49.0,0.0,1.0,1.0,1.0,0.0
164,f6dd810ace5a4247e3c8ab7e43ea5463a91ed1b5,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,0.0,0.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2a5353d80fd328fb86ebddf001cbfa15e94c6a8f,COc1ccc(-c2coc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc23)cc1,0.0,20.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0
166,96fbe995a0dd38fa30444fde05cba0a780f1af89,COc1ccc(-c2coc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc23)cc1,0.0,21.0,16.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0
167,decfea479f621ac77b8453ca72d593a57eed0cf5,COc1ccc(-c2coc3ccc(-c4nnc(C)o4)cc23)cc1,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
168,8ca168f4609f53f246f6c9463cf706839f8d475a,COc1ccc(CSc2nnc(-c3ccc4ncsc4c3)o2)cc1C(F)(F)F,7.0,18.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
169,07d0f27471fc6c182c77802f8a36d064511123ba,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,415da50f962ca75ddf93af1413eab3a4158c2e42,COCCNC(=O)c1ccc(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc1,21.0,26.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
171,e5359b8c9b8cb48a80c96f47aa81278f688bd16f,COc1cc(Nc2ccnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC,27.0,19.0,9.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0
172,2c3fe01a92b139aab6e1e3141802bbfff31be4d5,COc1cc(Nc2ncc3c(n2)N(C2CCCC2)CC(F)(F)C(=O)N3C)ccc1C(=O)NC1CCN(C)CC1,12.0,10.0,12.0,38.0,94.8,0.0,0.0,0.0,0.0,1.0
173,16527b2213fb514a17a869d585c7a8308060229a,COc1cc(Nc2ncc3c(C)nc(-c4cc5ccccc5[nH]4)n3n2)cc(OC)c1OC,0.0,72.0,45.0,8.0,63.0,0.0,0.0,0.0,0.0,0.0
174,fac60b73154303c88c777addd3dbb31df9da0d77,COc1cc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ccccc34)n2)cc(OC)c1OC,38.0,100.0,29.0,85.0,25.0,0.0,1.0,0.0,1.0,0.0
175,b5e5d8a8b9ec7fa00da63955211a4484833c69c8,COc1cc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nn4ncccc34)n2)cc(OC)c1OC,100.0,100.0,99.7,99.3,99.2,1.0,1.0,1.0,1.0,1.0
176,e6fb411c1676304bb9c84b09a1d0bf1253d3a249,COc1cc(Nc2nccc(N3CCC(NC(=O)C(C)c4ccc(Cl)cc4)C3)n2)cc(OC)c1OC,23.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,d96908a7a6d6dfc7f0cab0da2a5faa76caac416e,COc1cc(Nc2nccc(N3CCC(NC(=O)C4COc5ccccc5O4)C3)n2)cc(OC)c1OC,43.0,22.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
178,b83c6e168e4c5633fae177fd2b8c6ed0a11e5e62,COc1cc(Nc2nccc(N3CCC(NC(=O)Nc4cc(C)ccc4C)C3)n2)cc(OC)c1OC,63.0,78.0,25.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0
179,47996d17fcdb0d5c00636b6a58a8e1c5d9de8cc4,COc1cc(Nc2nccc(N3CCC(NC(=O)Nc4ccc5c(c4)OCO5)C3)n2)cc(OC)c1OC,0.0,66.0,28.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
180,f9a8be97a1b8de62d3998ac634c8133b3bf6a31f,COc1cc(Nc2nccc(N3CCC(NC(=O)Nc4cccc(C(C)=O)c4)C3)n2)cc(OC)c1OC,22.0,86.0,0.0,20.0,30.0,0.0,1.0,0.0,0.0,0.0
181,53cc58196b3cc95229a33dc75a5a8299311ec0af,COc1cc(Nc2nccc(N3CCC(NC(=O)c4cc5ccccc5s4)C3)n2)cc(OC)c1OC,45.0,36.0,21.0,84.0,76.0,0.0,0.0,0.0,1.0,0.0
182,10a340a1e71f59969d37db3837c06ce885011649,COc1cc(Nc2nccc(N3CCC(NC(=O)c4cccc(NC(C)=O)c4)C3)n2)cc(OC)c1OC,0.0,70.0,29.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
183,1f0c00b49048c0451619c5be7bd8176f9a918156,COc1cc(Nc2nccc(N3CCC(NC(=O)c4cccc(C#N)c4)C3)n2)cc(OC)c1OC,29.0,43.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,45ab84a8a1af76d13902f16b74172e6f42a9d739,COc1cc(Nc2nccc(N3CCC(NS(=O)(=O)c4ccc(NC(C)=O)cc4)CC3)n2)cc(OC)c1OC,11.0,90.0,30.0,2.0,48.0,0.0,1.0,0.0,0.0,0.0
185,a67a1cdb3d9d9bed7605739fbaaeba04db116eae,COc1cc(C(=O)NC2CCN(C)CC2)cc(F)c1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,0.0,9.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
186,e141690550844300abd6710827647b136ca6ed4a,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,7.0,0.0,11.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0
187,21109099c4a72fe83ac88dcd06fc0a2c47d6b03d,C=CC[C@H]1CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,88.0,4.0,6.0,42.0,68.0,1.0,0.0,0.0,0.0,0.0
188,708ffb383796b9230ca2bcdb12e0793e0ac4b3bf,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,90.0,99.1,79.0,77.0,58.0,1.0,1.0,0.0,0.0,0.0
189,9b6426eb3e1602ca5dbd954c18e0103b95c339ee,COc1cc2c(Nc3cccc(NC(=O)c4ccccc4)c3)ncnc2cc1OCCCN1CCOCC1,87.0,93.4,90.8,10.0,0.0,1.0,1.0,1.0,0.0,0.0
190,d2051c0e5db59d34805d8b31e9ade02eb8aa6e36,COc1cc2ncn(-c3cc(OCC4CCCCC4)c(C(N)=O)s3)c2cc1OC,38.0,31.0,17.0,63.0,80.0,0.0,0.0,0.0,0.0,1.0
191,6199aa878951dbfd9058dbdfb7b445cf4056b668,COc1cc2ncn(-c3cc(OCC4CCCO4)c(C(N)=O)s3)c2cc1OC,20.0,16.0,0.0,96.9,96.3,0.0,0.0,0.0,1.0,1.0
192,c9b6ca06d2576de91089dd484bec07da3b558249,COc1cc2ncn(-c3cc(OCCCc4ccccc4)c(C(N)=O)s3)c2cc1OC,15.0,13.0,0.0,40.0,79.0,0.0,0.0,0.0,0.0,0.0
193,f210a37f408630b9d9db015f23c6f622c7a5a39d,COc1cc2ncn(-c3cc(OCc4ccc(S(C)(=O)=O)cc4)c(C(N)=O)s3)c2cc1OC,25.0,0.0,26.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0
194,51309bf1344eb91882ce2782f21c8d489a005ef0,COc1cc2ncn(-c3cc(OCc4ccncc4)c(C(N)=O)s3)c2cc1OC,24.0,18.0,4.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
195,f2f27e29daff22c3a2647c7bf2a2ad4853d056e7,COc1cc2ncn(-c3cc(OCc4ccncc4Br)c(C(N)=O)s3)c2cc1OC,27.0,24.0,20.0,87.0,95.9,0.0,0.0,0.0,1.0,1.0
196,69b29bc587100c4d5e37cc19f6001ca7faea6c04,COc1cc2ncn(-c3cc(OCc4sccc4Cl)c(C(N)=O)s3)c2cc1OC,32.0,31.0,26.0,99.1,99.0,0.0,0.0,0.0,1.0,1.0
197,96c2b0eed930a7013b2dea5e4801b039f3b7509d,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)cc1,31.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,ba5176073471cf46c5eea448e67fc82f7c68fc4b,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)cc1,20.0,39.0,21.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
199,cb6fd99f1af58cd4a17fc081e7caee4f4288cb28,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4ccc(OC)cc4)n3)C2)cc1,18.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,00ab2a0ae84f772c3a56fea1b7a13ee7d039cbb1,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)CC2)cc1,13.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
201,c6e6f6ba93eca2929f084eba60ca39c95080a8e9,COc1ccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)cc1,4.0,23.0,26.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
202,df98a5704fce20bfa2eb139b71dac15dd7e7e25f,COc1ccc(NC(=O)Nc2ccc(C)c(-c3ccc(C(=O)Nc4ccncc4)cc3)c2)cc1,33.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
203,ce6539b75509f88358f2c3d5d110c5598178ea31,COc1ccc(NC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)cc1,14.0,64.0,28.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
204,ef1132e66e36d088bf608b9d578b6892e340c0ce,COc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
205,f8c66025b5f46f9bc163999f0a1faa57c874643e,COc1ccc(Nc2nccc(NCCNC(=O)Nc3cc(C)ccc3C)n2)cc1,27.0,0.0,16.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
206,2f305e773d1bab96ed3afade8fc459fb53d00c1a,COc1ccc(Nc2nccc(NCCNC(=O)Nc3ccccc3F)n2)cc1,20.0,57.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
207,07ed6ee1bf14e793ee9454e04d726cd57478e889,COc1ccc(Nc2nccc(NCCNC(=O)c3cc4ccccc4s3)n2)cc1,19.0,5.0,25.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
208,44aaf597e1bd9b849123c9f48c37a83e2eda2e5f,COc1ccc(Nc2nccc(-c3ccc(NC(=O)c4cc5cc(F)ccc5[nH]4)cc3)n2)cc1,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1cf0f9d1d5f96cf2c56d777ff36b4672462988a5,COc1ccc(Nc2nccc(-c3cccc(NC(=O)c4cc5cc(F)ccc5[nH]4)c3)n2)cc1,22.0,57.0,14.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
210,7851174efe59ae0c32c03fff5e07d7e3d3bd9ad9,COc1ccc(Nc2nccc(N3CCC(NC(=O)C(C)c4ccc(Cl)cc4)C3)n2)cc1,14.0,31.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
211,dd0baa7e07b053c02767e18c0eb2480d14affa3f,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4cc(C)ccc4C)C3)n2)cc1,33.0,25.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,71f598740408bd4868e0d1c0d163272ffc370df2,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4ccc5c(c4)OCO5)C3)n2)cc1,25.0,48.0,9.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
213,e9e9bbf6d9daf24565b5a6774855a4b4b4244765,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4cccc(OC)c4)C3)n2)cc1,20.0,49.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
214,c01c3b4211571fb005b6f0a79fbd8ed57c277c34,COc1ccc(Nc2nccc(N3CCC(NC(=O)Nc4cccc(C(C)=O)c4)C3)n2)cc1,15.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,a1ba12aa6556db97ab176a383485cfdb76f892fb,COc1ccc(Nc2nccc(N3CCC(NC(=O)c4cc5ccccc5s4)C3)n2)cc1,0.0,7.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
216,f6c916131ac322436c9441f8eae8a2b3435eb6ad,COc1ccc(Nc2nccc(N3CCC(NC(=O)c4cccc(NC(C)=O)c4)C3)n2)cc1,16.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
217,019dfd05e930b688a1ae23d586f488bd9fd96ffc,COc1ccc(Nc2nccc(N3CCC(NC(=O)c4cccc(C#N)c4)C3)n2)cc1,29.0,0.0,28.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
218,fc9052f0a8b3c31b2c32a4baf6debfd2530be062,COc1ccc(Nc2nccc(N3CCC(NS(=O)(=O)c4ccc(NC(C)=O)cc4)C3)n2)cc1,36.0,9.0,28.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0
219,1a9664906818e7adeb52135f573749ebddb97a75,COc1ccc(Nc2nccc(N3CCC(NC(=O)C(C)c4ccc(Cl)cc4)CC3)n2)cc1,0.0,15.0,38.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
220,17cd8d052004f21d3b2d7114dc3a569fb0d5bc1a,COc1ccc(-c2nc3n(c2-c2ccncc2)CCC3)cc1,7.5,12.5,5.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0
221,d059ee0ad6427035ca0b6a41625f4f2dda4cf7d3,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(OC)cc2)cc1,0.0,49.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
222,9747e51dddb7a0ec7c1bcfdfd2895310b1ab8a5a,COc1ccc(-n2cnc3c(N)ncnc32)cc1,0.0,94.2,34.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
223,a45d8b52196cd6bc90e816b177270a54458bc029,COc1ccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)cc1,10.0,10.0,0.0,27.0,84.0,0.0,0.0,0.0,0.0,1.0
224,11219db40d4fdc4c7daabb04d833844bb71b9082,COc1ccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)cc1,32.0,14.0,25.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
225,36b76b2521b4a5f27ab3beb9f8851306279a81e9,COc1ccc(C2=C(Nc3cccc(C(=O)O)c3)C(=O)NC2=O)cc1,0.0,6.0,3.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0
226,d802a691c89555357a47c25c2fa87fb219244819,COc1ccc2cc(-c3nc(-c4ccccc4C(C)C)[nH]c3-c3ccncc3)ccc2c1,18.0,0.0,4.0,61.0,78.0,0.0,0.0,0.0,0.0,0.0
227,8c5fd0f0094c9a8efa1204675a16a18bcac59a90,COc1ccc2nc(-c3cccc(C)n3)nc(Nc3ccncc3)c2c1,20.0,26.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
